Altitude,Latitude,Longitude,Course,HorizontalAccuracy,Lifespan,Speed,Timestamp,Type,VerticalAccuracy,
49,50.871628,-1.272,39,5,30,0,1412579585.054,1,3,
49,50.871628,-1.272,39,5,30,0,1412579586.061,1,3,
49,50.871628,-1.272,39,5,30,0,1412579587.075,1,3,
49,50.871628,-1.272,39,5,30,0,1412579588.065,1,3,
49,50.871628,-1.272,39,5,30,0,1412579589.065,1,3,
49,50.871628,-1.272,39,5,30,0,1412579590.077,1,3,
49,50.871628,-1.272,39,5,30,0,1412579591.076,1,3,
49,50.871628,-1.272,39,5,30,0,1412579592.064,1,3,
49,50.871628,-1.272,39,5,30,0,1412579593.051,1,3,
49,50.871628,-1.272,39,5,30,0,1412579594.051,1,3,
49,50.871628,-1.272,39,5,30,0,1412579595.061,1,3,
49,50.871628,-1.272,39,5,30,0,1412579596.073,1,3,
49,50.871628,-1.272,39,5,30,0,1412579597.074,1,3,
49,50.871628,-1.272,39,5,30,0,1412579598.075,1,3,
49,50.871623,-1.271997,39,5,30,0.57,1412579599.076,1,3,
49,50.871618,-1.271997,182,5,30,0.91,1412579600.1,1,3,
49,50.871613,-1.272004,39,5,30,0.7,1412579601.066,1,3,
49,50.87161,-1.272011,39,5,30,0.53,1412579602.046,1,3,
49,50.871611,-1.272014,39,5,30,0.16,1412579603.053,1,3,
49,50.871614,-1.272016,39,5,30,0.23,1412579604.087,1,3,
49,50.871616,-1.27202,39,5,30,0.23,1412579605.084,1,3,
49,50.87161,-1.272024,176,5,30,1.17,1412579606.09,1,3,
49,50.871605,-1.272027,176,5,30,0.24,1412579607.102,1,3,
49,50.871603,-1.272032,176,5,30,0.7,1412579608.088,1,3,
49,50.871602,-1.272042,176,5,30,0.7,1412579609.073,1,3,
49,50.871595,-1.272051,176,5,30,1.43,1412579610.071,1,3,
49,50.871586,-1.272058,176,5,30,0.83,1412579611.075,1,3,
49,50.871581,-1.27206,176,5,30,0.36,1412579612.081,1,3,
50,50.871581,-1.27206,176,5,30,0,1412579613.099,1,3,
49,50.871581,-1.27206,176,5,30,0,1412579614.073,1,3,
49,50.871581,-1.27206,176,5,30,0,1412579615.087,1,3,
49,50.871581,-1.27206,176,5,30,0,1412579616.084,1,3,
49,50.871581,-1.27206,176,5,30,0,1412579617.066,1,3,
49,50.871582,-1.272054,176,5,30,0.31,1412579618.093,1,3,
49,50.871594,-1.27207,321,5,30,2.83,1412579619.101,1,3,
49,50.87162,-1.272096,332,5,30,3.55,1412579620.103,1,3,
48,50.871654,-1.272111,0,5,30,4.09,1412579621.099,1,3,
48,50.871693,-1.272111,358,5,30,4.29,1412579622.092,1,3,
48,50.871729,-1.272093,24,5,30,3.46,1412579623.091,1,3,
48,50.871759,-1.272066,23,5,30,3.44,1412579624.1,1,3,
48,50.871784,-1.272038,29,5,30,2.31,1412579625.102,1,3,
49,50.871799,-1.272024,30,5,30,1.59,1412579626.101,1,3,
49,50.87181,-1.272016,26,5,30,1.09,1412579627.089,1,3,
48,50.87182,-1.272011,18,5,30,1.38,1412579628.097,1,3,
48,50.871836,-1.272004,18,5,30,1.97,1412579629.102,1,3,
49,50.871856,-1.271997,20,5,30,1.94,1412579630.098,1,3,
49,50.871877,-1.271987,24,5,30,2.22,1412579631.098,1,3,
49,50.871902,-1.271973,23,5,30,3.02,1412579632.09,1,3,
50,50.871932,-1.271952,27,5,30,3.9,1412579633.088,1,3,
50,50.871974,-1.271925,24,5,30,5.14,1412579634.082,1,3,
49,50.872021,-1.27189,26,5,30,5.63,1412579635.082,1,3,
49,50.87207,-1.271855,27,5,30,5.42,1412579636.099,1,3,
49,50.872123,-1.271821,18,5,30,6.55,1412579637.088,1,3,
49,50.87219,-1.271824,23,5,30,6.02,1412579638.092,1,3,
49,50.872258,-1.271776,23,5,30,5.51,1412579639.142,1,3,
49,50.87231,-1.27174,23,5,30,4.07,1412579640.14,1,3,
49,50.872329,-1.271727,23,5,30,1.62,1412579641.105,1,3,
49,50.872343,-1.271717,23,5,30,1.5,1412579642.097,1,3,
49,50.872344,-1.271717,23,5,30,0.55,1412579643.073,1,3,
49,50.872353,-1.27171,23,5,30,0.59,1412579644.079,1,3,
49,50.872362,-1.271705,19,5,30,1.19,1412579645.104,1,3,
50,50.872375,-1.271697,19,5,30,1.17,1412579646.102,1,3,
50,50.872382,-1.271693,19,5,30,1.2,1412579647.091,1,3,
50,50.872398,-1.271684,19,5,30,2.37,1412579648.08,1,3,
51,50.872424,-1.27167,19,5,30,4.03,1412579649.079,1,3,
51,50.872447,-1.271657,19,5,30,5.86,1412579650.078,1,3,
50,50.872447,-1.271657,19,5,30,6.6,1412579651.068,1,3,
50,50.872447,-1.271657,19,5,30,7.6,1412579652.076,1,3,
50,50.872668,-1.271527,51,5,30,8.11,1412579653.088,1,3,
50,50.872695,-1.27147,54,5,30,9.84,1412579654.105,1,3,
49,50.872706,-1.271408,82,5,30,9.83,1412579655.076,1,3,
50,50.872734,-1.27116,87,5,30,7.44,1412579656.088,1,3,
50,50.872689,-1.271282,95,5,30,7.4,1412579657.105,1,3,
51,50.872557,-1.271156,126,5,30,8.22,1412579658.079,1,3,
50,50.872469,-1.270918,126,5,30,10.06,1412579659.081,1,3,
50,50.872424,-1.270771,126,10,30,10.07,1412579660.067,1,3,
50,50.872339,-1.270526,114,5,30,11.54,1412579661.054,1,3,
50,50.872283,-1.270339,114,5,30,11.85,1412579662.089,1,3,
50,50.872238,-1.270186,114,5,30,11.85,1412579663.072,1,3,
51,50.872203,-1.270066,114,5,30,10.96,1412579664.099,1,3,
50,50.87216,-1.269922,114,5,30,10.75,1412579665.129,1,3,
50,50.872122,-1.269792,114,5,30,10.38,1412579666.094,1,3,
50,50.872093,-1.269677,114,5,30,9.92,1412579667.108,1,3,
50,50.872054,-1.26956,114,5,30,9.65,1412579668.111,1,3,
49,50.872016,-1.269429,114,5,30,9.26,1412579669.083,1,4,
49,50.871984,-1.269311,114,5,30,9.07,1412579670.064,1,4,
49,50.871956,-1.269198,114,5,30,9.07,1412579671.052,1,4,
49,50.871929,-1.269074,98,5,30,8.42,1412579672.055,1,4,
49,50.871889,-1.268962,107,5,30,8.57,1412579673.085,1,4,
49,50.871856,-1.268864,107,5,30,7.51,1412579674.079,1,4,
49,50.871855,-1.26886,107,5,30,7.57,1412579675.076,1,4,
49,50.871807,-1.268668,111,5,30,7.48,1412579676.078,1,4,
49,50.871782,-1.268565,111,5,30,7.47,1412579677.059,1,6,
49,50.871751,-1.268443,111,5,30,7.41,1412579678.081,1,6,
48,50.871728,-1.268352,113,5,30,6.58,1412579679.073,1,6,
48,50.871706,-1.268269,113,5,30,5.61,1412579680.105,1,4,
49,50.87169,-1.268209,113,5,30,4.48,1412579681.146,1,4,
49,50.871686,-1.268197,113,5,30,3.37,1412579682.106,1,3,
48,50.871681,-1.268177,113,5,30,2.66,1412579683.063,1,4,
49,50.87168,-1.268139,113,5,30,2.6,1412579684.059,1,4,
49,50.871662,-1.268106,113,5,30,2.91,1412579685.066,1,4,
49,50.871658,-1.268062,114,5,30,3.02,1412579686.072,1,3,
49,50.87165,-1.26802,114,5,30,3.18,1412579687.059,1,3,
49,50.871639,-1.267971,114,5,30,3.41,1412579688.063,1,3,
49,50.871624,-1.267908,114,5,30,4.84,1412579689.069,1,3,
48,50.871624,-1.267891,114,5,30,4.41,1412579690.102,1,3,
48,50.871627,-1.267887,114,5,30,3.85,1412579691.145,1,3,
49,50.871628,-1.267886,114,5,30,2.79,1412579692.138,1,3,
49,50.871624,-1.267834,132,5,30,0.41,1412579693.121,1,3,
49,50.871618,-1.267788,141,5,30,0.41,1412579694.088,1,3,
49,50.87161,-1.267777,110,5,30,0.23,1412579695.073,1,3,
49,50.871604,-1.267765,111,5,30,0.73,1412579696.104,1,3,
49,50.871609,-1.267762,111,5,30,0.73,1412579697.086,1,3,
49,50.871606,-1.267758,111,5,30,0,1412579698.084,1,4,
49,50.871606,-1.267758,141,5,30,0,1412579699.073,1,3,
49,50.871606,-1.267758,141,5,30,0,1412579700.051,1,4,
49,50.871606,-1.267758,141,5,30,0,1412579701.086,1,3,
49,50.871594,-1.26778,141,5,30,0.19,1412579702.09,1,4,
49,50.871593,-1.267783,141,5,30,0.79,1412579703.096,1,4,
49,50.871598,-1.267774,141,5,30,1.09,1412579704.077,1,4,
49,50.871554,-1.267659,112,5,30,1.07,1412579705.074,1,4,
49,50.871553,-1.267655,112,5,30,0.91,1412579706.095,1,4,
49,50.871548,-1.267636,112,5,30,1.26,1412579707.097,1,4,
49,50.871544,-1.267619,112,5,30,1.25,1412579708.07,1,4,
49,50.871541,-1.267608,112,5,30,0.78,1412579709.088,1,4,
49,50.871538,-1.267599,112,5,30,0.3,1412579710.09,1,4,
49,50.871536,-1.267591,112,5,30,0.51,1412579711.088,1,4,
49,50.871535,-1.267584,112,5,30,0.53,1412579712.094,1,4,
49,50.871534,-1.26758,112,5,30,0,1412579713.136,1,4,
49,50.871534,-1.26758,112,5,30,0,1412579714.09,1,4,
49,50.871533,-1.267579,112,5,30,0,1412579715.07,1,4,
49,50.871533,-1.267579,112,5,30,0,1412579716.07,1,4,
49,50.87153,-1.267565,112,5,30,0.76,1412579717.07,1,4,
49,50.871527,-1.267555,112,5,30,0.79,1412579718.115,1,4,
49,50.871523,-1.26754,112,5,30,1.71,1412579719.122,1,4,
49,50.871518,-1.267518,112,5,30,1.71,1412579720.07,1,4,
49,50.871507,-1.267475,112,5,30,2.63,1412579721.071,1,4,
49,50.871497,-1.267437,112,5,30,2.63,1412579722.07,1,4,
49,50.871487,-1.267398,112,5,30,2.71,1412579723.076,1,4,
49,50.871479,-1.267365,112,5,30,2.48,1412579724.138,1,4,
49,50.87147,-1.267333,112,5,30,2.45,1412579725.152,1,3,
49,50.871462,-1.2673,112,5,30,2.44,1412579726.094,1,4,
49,50.871457,-1.267282,112,5,30,1.95,1412579727.078,1,3,
49,50.87145,-1.267254,112,5,30,1.69,1412579728.131,1,4,
49,50.871444,-1.267229,112,5,30,1.04,1412579729.147,1,3,
48,50.871441,-1.267219,112,5,30,0.65,1412579730.098,1,4,
48,50.87144,-1.267215,112,5,30,0.57,1412579731.13,1,4,
48,50.871437,-1.267205,112,5,30,1.4,1412579732.128,1,3,
49,50.871433,-1.267189,112,5,30,1.62,1412579733.127,1,3,
49,50.871429,-1.267172,112,5,30,1.65,1412579734.139,1,3,
49,50.871425,-1.267157,112,5,30,1.96,1412579735.144,1,3,
49,50.871419,-1.267134,112,5,30,1.7,1412579736.136,1,3,
49,50.871415,-1.267116,112,5,30,1.47,1412579737.154,1,3,
49,50.871411,-1.267101,112,5,30,1.14,1412579738.128,1,3,
49,50.871407,-1.267086,112,5,30,1.06,1412579739.133,1,3,
49,50.871404,-1.267075,112,5,30,0.37,1412579740.135,1,3,
49,50.871404,-1.267073,112,5,30,0.73,1412579741.119,1,3,
49,50.871401,-1.267063,112,5,30,1.13,1412579742.125,1,3,
49,50.871396,-1.267044,112,5,30,1.52,1412579743.118,1,3,
49,50.871391,-1.267024,112,5,30,1.54,1412579744.124,1,3,
49,50.871386,-1.267004,112,5,30,1.35,1412579745.121,1,3,
49,50.87138,-1.266978,112,5,30,1.65,1412579746.079,1,3,
49,50.871374,-1.266957,112,5,30,1.58,1412579747.12,1,3,
49,50.871368,-1.266933,112,5,30,1.55,1412579748.116,1,3,
49,50.871358,-1.266896,112,5,30,2.33,1412579749.058,1,3,
49,50.871351,-1.266865,112,5,30,2.24,1412579750.061,1,3,
49,50.871343,-1.266835,112,5,30,2.37,1412579751.098,1,3,
49,50.871335,-1.266804,112,5,30,2.2,1412579752.109,1,3,
49,50.871327,-1.266775,112,5,30,2.27,1412579753.149,1,3,
49,50.871319,-1.266744,112,5,30,2.28,1412579754.14,1,3,
49,50.871311,-1.266712,112,5,30,2.11,1412579755.133,1,3,
49,50.871304,-1.266684,112,5,30,2.13,1412579756.124,1,3,
48,50.871297,-1.266655,112,5,30,2.22,1412579757.144,1,3,
48,50.871289,-1.266623,112,5,30,2.3,1412579758.135,1,3,
48,50.871276,-1.266576,112,5,30,3.21,1412579759.138,1,3,
48,50.871265,-1.266532,112,5,30,3.06,1412579760.137,1,3,
48,50.871255,-1.266493,112,5,30,2.77,1412579761.141,1,3,
48,50.871246,-1.266459,112,5,30,2.32,1412579762.139,1,3,
48,50.871236,-1.266421,112,5,30,2.71,1412579763.121,1,3,
48,50.871226,-1.26638,112,5,30,2.6,1412579764.099,1,3,
49,50.871218,-1.26635,112,5,30,2.43,1412579765.133,1,3,
48,50.871211,-1.266321,112,5,30,2.32,1412579766.128,1,3,
48,50.871203,-1.266293,112,5,30,2.21,1412579767.108,1,3,
48,50.871196,-1.266264,112,5,30,2.21,1412579768.089,1,3,
48,50.871188,-1.266236,112,5,30,1.97,1412579769.086,1,3,
48,50.871182,-1.26621,112,5,30,1.94,1412579770.106,1,3,
48,50.871175,-1.266183,112,5,30,1.95,1412579771.094,1,3,
48,50.871164,-1.266143,112,5,30,2.65,1412579772.078,1,3,
48,50.871154,-1.266103,112,5,30,3.27,1412579773.107,1,3,
48,50.871142,-1.266058,112,5,30,3.26,1412579774.078,1,3,
48,50.871128,-1.266001,112,5,30,4.11,1412579775.095,1,3,
48,50.871117,-1.265959,112,5,30,3.66,1412579776.124,1,3,
48,50.871104,-1.265907,112,5,30,4.11,1412579777.135,1,3,
48,50.871086,-1.265846,118,5,30,4.46,1412579778.128,1,3,
48,50.87107,-1.265799,118,5,30,3.26,1412579779.114,1,3,
48,50.871067,-1.26579,118,5,30,2.83,1412579780.1,1,3,
48,50.871044,-1.265731,121,5,30,2.84,1412579781.076,1,3,
48,50.871044,-1.265732,74,5,30,3.38,1412579782.069,1,3,
48,50.871052,-1.265718,69,5,30,3.72,1412579783.092,1,3,
48,50.871044,-1.265647,94,5,30,3.76,1412579784.074,1,3,
48,50.871029,-1.265565,125,5,30,3.87,1412579785.078,1,4,
48,50.871029,-1.26552,128,5,30,2.22,1412579786.136,1,4,
48,50.871022,-1.265511,128,5,30,1.09,1412579787.139,1,4,
48,50.871021,-1.265504,128,5,30,0.41,1412579788.102,1,4,
48,50.871021,-1.265504,128,5,30,0,1412579789.102,1,4,
48,50.871021,-1.265504,128,5,30,0,1412579790.088,1,4,
49,50.871023,-1.265507,128,10,30,0,1412579791.072,1,4,
49,50.871021,-1.265505,128,5,30,0,1412579792.107,1,4,
49,50.871021,-1.265505,128,10,30,0,1412579793.114,1,4,
49,50.871021,-1.265504,128,5,30,0,1412579794.094,1,4,
49,50.871021,-1.265504,128,5,30,0,1412579795.09,1,4,
49,50.871021,-1.265504,128,5,30,0,1412579796.135,1,4,
49,50.871021,-1.265503,128,5,30,0,1412579797.1,1,4,
48,50.871054,-1.265525,128,5,30,0,1412579798.098,1,4,
49,50.871065,-1.265508,128,5,30,0,1412579799.107,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579800.095,1,4,
49,50.871066,-1.26551,128,5,30,0,1412579801.074,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579802.093,1,4,
49,50.871066,-1.26551,128,5,30,0,1412579803.095,1,4,
49,50.871065,-1.265509,128,5,30,0,1412579804.076,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579805.094,1,4,
49,50.871062,-1.265503,128,5,30,0,1412579806.086,1,4,
49,50.871064,-1.265507,128,5,30,0,1412579807.086,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579808.129,1,3,
49,50.871066,-1.265511,128,5,30,0,1412579809.102,1,4,
49,50.871061,-1.265501,128,5,30,0,1412579810.084,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579811.07,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579812.075,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579813.065,1,4,
49,50.871066,-1.265512,128,5,30,0,1412579814.063,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579815.059,1,4,
49,50.871065,-1.265508,128,5,30,0,1412579816.074,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579817.074,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579818.088,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579819.08,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579820.07,1,4,
49,50.871066,-1.26551,128,5,30,0,1412579821.095,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579822.085,1,4,
49,50.871065,-1.265509,128,5,30,0,1412579823.074,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579824.07,1,4,
49,50.871065,-1.26551,128,5,30,0,1412579825.074,1,4,
49,50.871066,-1.26551,128,5,30,0,1412579826.073,1,4,
49,50.871064,-1.265507,128,5,30,0,1412579827.076,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579828.064,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579829.062,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579830.069,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579831.069,1,4,
49,50.871065,-1.265509,128,5,30,0,1412579832.065,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579833.064,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579834.062,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579835.066,1,4,
49,50.871065,-1.26551,128,5,30,0,1412579836.063,1,4,
49,50.871066,-1.265512,128,5,30,0,1412579837.09,1,4,
49,50.871066,-1.26551,128,5,30,0,1412579838.087,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579839.075,1,4,
49,50.871064,-1.265506,128,5,30,0,1412579840.063,1,4,
49,50.871066,-1.26551,128,5,30,0,1412579841.092,1,4,
49,50.871065,-1.265509,128,5,30,0,1412579842.103,1,4,
49,50.871067,-1.265512,128,5,30,0,1412579843.074,1,4,
49,50.871065,-1.265509,128,5,30,0,1412579844.076,1,4,
49,50.871066,-1.265511,128,5,30,0,1412579845.067,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579846.067,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579847.072,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579848.052,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579849.066,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579850.064,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579851.066,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579852.065,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579853.058,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579854.077,1,4,
49,50.871065,-1.265509,128,10,30,0,1412579855.087,1,4,
49,50.871064,-1.265507,128,10,30,0,1412579856.136,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579857.104,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579858.112,1,4,
49,50.871065,-1.265509,128,10,30,0,1412579859.074,1,4,
49,50.871064,-1.265507,128,10,30,0,1412579860.077,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579861.071,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579862.067,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579863.068,1,4,
49,50.871066,-1.26551,128,10,30,0,1412579864.071,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579865.065,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579866.055,1,4,
49,50.871066,-1.26551,128,10,30,0,1412579867.07,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579868.078,1,4,
49,50.871064,-1.265506,128,10,30,0,1412579869.089,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579870.085,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579871.071,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579872.087,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579873.094,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579874.088,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579875.072,1,4,
49,50.871063,-1.265506,128,10,30,0,1412579876.081,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579877.073,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579878.071,1,4,
49,50.871065,-1.265509,128,10,30,0,1412579879.07,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579880.083,1,4,
49,50.871065,-1.26551,128,10,30,0,1412579881.095,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579882.09,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579883.118,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579884.069,1,3,
49,50.871063,-1.265505,128,10,30,0,1412579885.064,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579886.082,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579887.103,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579888.138,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579889.083,1,4,
49,50.871065,-1.265509,128,10,30,0,1412579890.085,1,4,
49,50.871065,-1.265509,128,10,30,0,1412579891.072,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579892.071,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579893.068,1,4,
49,50.871065,-1.265509,128,10,30,0,1412579894.064,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579895.074,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579896.067,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579897.064,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579898.06,1,4,
49,50.871066,-1.26551,128,10,30,0,1412579899.06,1,4,
49,50.871067,-1.265512,128,10,30,0,1412579900.068,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579901.088,1,4,
49,50.871066,-1.26551,128,10,30,0,1412579902.103,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579903.097,1,4,
49,50.871064,-1.265506,128,10,30,0,1412579904.063,1,4,
49,50.871065,-1.265508,128,10,30,0,1412579905.108,1,4,
49,50.871064,-1.265506,128,10,30,0,1412579906.106,1,4,
49,50.871066,-1.265511,128,10,30,0,1412579907.063,1,4,
48,50.871066,-1.265511,128,10,30,0,1412579908.091,1,4,
48,50.871066,-1.26551,128,10,30,0,1412579909.065,1,4,
49,50.871064,-1.265507,128,10,30,0,1412579910.067,1,4,
48,50.871067,-1.265512,128,10,30,0,1412579911.062,1,4,
48,50.871067,-1.265512,128,10,30,0,1412579912.057,1,4,
49,50.871064,-1.265506,128,10,30,0,1412579913.061,1,4,
49,50.871064,-1.265506,128,10,30,0,1412579914.087,1,4,
50,50.871066,-1.26551,128,10,30,0,1412579915.092,1,4,
50,50.871066,-1.265511,128,10,30,0,1412579916.084,1,4,
49,50.871066,-1.26551,128,10,30,0,1412579917.084,1,3,
49,50.871065,-1.26551,128,10,30,0,1412579918.089,1,3,
50,50.871067,-1.265512,128,10,30,0,1412579919.074,1,3,
49,50.871065,-1.265508,128,10,30,0,1412579920.093,1,3,
49,50.871064,-1.265507,128,10,30,0,1412579921.083,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579922.082,1,3,
49,50.871065,-1.265509,128,10,30,0,1412579923.081,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579924.078,1,3,
49,50.871066,-1.26551,128,10,30,0,1412579925.075,1,3,
49,50.871064,-1.265507,128,10,30,0,1412579926.074,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579927.075,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579928.074,1,3,
49,50.871066,-1.265511,128,10,30,0,1412579929.07,1,3,
49,50.871065,-1.265509,128,10,30,0,1412579930.069,1,3,
49,50.871063,-1.265505,128,10,30,0,1412579931.067,1,3,
49,50.871066,-1.265511,128,10,30,0,1412579932.07,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579933.089,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579934.093,1,3,
49,50.871064,-1.265507,128,10,30,0,1412579935.072,1,3,
49,50.871063,-1.265504,128,10,30,0,1412579936.07,1,3,
49,50.871066,-1.26551,128,10,30,0,1412579937.073,1,3,
49,50.871065,-1.265509,128,10,30,0,1412579938.07,1,3,
49,50.87107,-1.265519,125,10,30,0,1412579939.07,1,3,
49,50.87107,-1.265519,125,10,30,0,1412579940.067,1,3,
49,50.871066,-1.265511,128,10,30,0,1412579941.069,1,3,
49,50.871064,-1.265506,128,10,30,0,1412579942.069,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579943.059,1,3,
49,50.871064,-1.265507,128,10,30,0,1412579944.058,1,3,
49,50.871066,-1.265511,128,10,30,0,1412579945.069,1,3,
49,50.871065,-1.265509,128,10,30,0,1412579946.071,1,3,
49,50.871064,-1.265508,128,10,30,0,1412579947.072,1,3,
49,50.871066,-1.265511,128,10,30,0,1412579948.07,1,3,
49,50.871065,-1.265509,128,10,30,0,1412579949.095,1,3,
49,50.871065,-1.265509,128,10,30,0,1412579950.085,1,3,
49,50.871065,-1.265508,128,10,30,0,1412579951.077,1,3,
49,50.871064,-1.265507,128,10,30,0,1412579952.072,1,3,
49,50.871065,-1.265508,128,10,30,0,1412579953.073,1,3,
50,50.871066,-1.265511,128,10,30,0,1412579954.072,1,3,
49,50.871066,-1.265511,128,10,30,0,1412579955.073,1,3,
49,50.871067,-1.265512,128,10,30,0,1412579956.074,1,3,
48,50.871067,-1.265512,128,10,30,0,1412579957.072,1,3,
49,50.871066,-1.26551,128,10,30,0,1412579958.072,1,3,
49,50.871066,-1.26551,128,10,30,0,1412579959.07,1,3,
49,50.871066,-1.26551,128,10,30,0,1412579960.073,1,3,
49,50.871065,-1.265508,128,10,30,0,1412579961.071,1,3,
49,50.871065,-1.265508,128,10,30,0,1412579962.07,1,3,
48,50.871067,-1.265512,128,10,30,0,1412579963.072,1,3,
48,50.871063,-1.265528,125,10,30,0.15,1412579964.071,1,3,
48,50.871063,-1.26553,125,10,30,0.19,1412579965.096,1,3,
48,50.871063,-1.26553,125,10,30,0,1412579966.086,1,3,
48,50.871063,-1.265529,125,10,30,0,1412579967.074,1,3,
48,50.871063,-1.26553,125,10,30,0,1412579968.07,1,3,
48,50.871051,-1.265539,125,10,30,0.3,1412579969.072,1,3,
48,50.871047,-1.265529,128,10,30,0.93,1412579970.072,1,3,
48,50.871039,-1.265517,128,10,30,1.36,1412579971.061,1,3,
48,50.871035,-1.265513,128,10,30,0.77,1412579972.067,1,3,
48,50.871026,-1.265502,128,10,30,0.91,1412579973.074,1,3,
48,50.87102,-1.265495,128,10,30,1.1,1412579974.075,1,3,
48,50.871017,-1.265487,128,10,30,0.77,1412579975.064,1,3,
48,50.871018,-1.265463,128,10,30,1.46,1412579976.061,1,3,
48,50.871026,-1.265432,128,10,30,2.36,1412579977.075,1,4,
48,50.871027,-1.265425,128,10,30,2.03,1412579978.073,1,4,
48,50.871027,-1.265425,128,10,30,2.17,1412579979.074,1,4,
48,50.871029,-1.265411,52,5,30,1.97,1412579980.074,1,4,
47,50.870761,-1.264847,57,5,30,2.08,1412579981.097,1,3,
47,50.871023,-1.265398,71,5,30,1.27,1412579982.086,1,3,
47,50.8711,-1.265301,73,5,30,0.45,1412579983.073,1,3,
47,50.8711,-1.265301,73,5,30,0,1412579984.069,1,3,
47,50.871104,-1.265291,74,5,30,0.15,1412579985.07,1,3,
47,50.871106,-1.265272,79,5,30,1.04,1412579986.073,1,3,
47,50.871107,-1.265234,89,5,30,2.51,1412579987.072,1,3,
47,50.8711,-1.265185,109,5,30,3.24,1412579988.072,1,3,
47,50.87108,-1.265147,137,5,30,3.08,1412579989.074,1,3,
47,50.871059,-1.265125,151,5,30,2.27,1412579990.074,1,3,
47,50.871046,-1.265114,151,5,30,1.15,1412579991.073,1,3,
47,50.871037,-1.265106,151,5,30,0.85,1412579992.074,1,3,
47,50.871032,-1.265101,151,5,30,0.52,1412579993.064,1,3,
47,50.871027,-1.265092,150,5,30,0.76,1412579994.088,1,3,
